"","Label","Type","00- Reference Model","01- 2015 M values","02- Lorenzen_M","03- Est M","04- Fix gr parms, est M","05- Fix gr parms","06- Est Lmin","07- Est growth CVs","08- Bio maturity","09- Fxn Mat Logistic","10- Fec=Wt","11- No rec devs","12- Est all rec devs","13- Sel all logistic"
"132",NA,"Late_RecrDev_2020",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"133",NA,"Late_RecrDev_2021",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"134",NA,"Late_RecrDev_2022",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"135",NA,"ForeRecr_2023",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"136",NA,"ForeRecr_2024",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"137",NA,"ForeRecr_2025",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"138",NA,"ForeRecr_2026",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"139",NA,"ForeRecr_2027",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"140",NA,"ForeRecr_2028",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"141",NA,"ForeRecr_2029",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"142",NA,"ForeRecr_2030",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"143",NA,"ForeRecr_2031",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"144",NA,"ForeRecr_2032",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"145",NA,"ForeRecr_2033",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"146",NA,"ForeRecr_2034",0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"147",NA,"InitF_seas_1_flt_1Trawl_wdis",1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
"148",NA,"InitF_seas_1_flt_2Non-Trawl_wdis",1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
"149",NA,"InitF_seas_1_flt_3Ocean",1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
"150",NA,"InitF_seas_1_flt_4Shore",1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20,1e-20
"151",NA,"LnQ_base_Non-Trawl_wdis(2)",-5.59418,-5.61357,-5.5846,-5.53847,-5.73167,-5.5942,-5.54601,-5.59424,-5.59234,-5.5938,-5.59361,-5.41758,-5.68191,-5.82282
"152",NA,"Q_extraSD_Non-Trawl_wdis(2)",0.0293441,0.0297866,0.0298458,0.0390036,0.0318006,0.0293446,0.0292418,0.0293484,0.0286185,0.0292433,0.0289888,0.114141,0.0242119,0.0286048
"153",NA,"LnQ_base_Ocean(3)",-9.05524,-9.07494,-9.04581,-9.00204,-9.18989,-9.05526,-9.00797,-9.0553,-9.05282,-9.05478,-9.0544,-8.90659,-9.13743,-9.29086
"154",NA,"Q_extraSD_Ocean(3)",0.213787,0.212515,0.213952,0.195631,0.210101,0.213786,0.214268,0.213791,0.215466,0.214015,0.214607,0.140456,0.231122,0.215527
"155",NA,"LnQ_base_MPA(5)",-7.13018,-7.14945,-7.11779,-7.07091,-7.26348,-7.13019,-7.07993,-7.13024,-7.12905,-7.12989,-7.12996,-6.89963,-7.22621,-7.03212
"156",NA,"Q_extraSD_MPA(5)",0.147755,0.149011,0.145016,0.135439,0.146899,0.147755,0.147153,0.14778,0.148152,0.147802,0.147955,0.0742749,0.156202,0.149307
"157",NA,"LnQ_base_Acoustic_Visual(6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158",NA,"Q_extraSD_Acoustic_Visual(6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159",NA,"LnQ_base_Tag(7)",-0.920061,-0.929609,-0.939728,-0.84101,-1.06007,-0.920074,-0.887436,-0.920109,-0.918092,-0.919689,-0.919389,-0.836318,-0.989071,-0.835749
"160",NA,"Q_extraSD_Tag(7)",0.095133,0.0951216,0.0943155,0.0954175,0.0940342,0.0951328,0.0946148,0.0951292,0.0955972,0.0951956,0.0953677,0.130355,0.0991901,0.0915749
"161",NA,"LnQ_base_MRFSS(8)",-7.62139,-7.63759,-7.60375,-7.6468,-7.71355,-7.6214,-7.587,-7.62143,-7.60129,-7.61873,-7.61205,-7.67593,-7.29331,-7.90563
"162",NA,"Q_extraSD_MRFSS(8)",0.335135,0.329587,0.334859,0.34747,0.304302,0.335129,0.345456,0.335153,0.325799,0.334036,0.330562,0.250694,0.0828133,0.347633
"163",NA,"Size_DblN_peak_Trawl_wdis(1)",53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,53.2314,55.1572
"164",NA,"Size_DblN_top_logit_Trawl_wdis(1)",0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0.770372,0
"165",NA,"Size_DblN_ascend_se_Trawl_wdis(1)",3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,4.29606
"166",NA,"Size_DblN_descend_se_Trawl_wdis(1)",-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9
"167",NA,"Size_DblN_start_logit_Trawl_wdis(1)",-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
"168",NA,"Size_DblN_end_logit_Trawl_wdis(1)",11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,10
"169",NA,"Size_DblN_peak_Non-Trawl_wdis(2)",43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,43.1162,35.4572
"170",NA,"Size_DblN_top_logit_Non-Trawl_wdis(2)",-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,0
"171",NA,"Size_DblN_ascend_se_Non-Trawl_wdis(2)",4,4,4,4,4,4,4,4,4,4,4,4,4,-0.714528
"172",NA,"Size_DblN_descend_se_Non-Trawl_wdis(2)",1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,1.7632,-9
"173",NA,"Size_DblN_start_logit_Non-Trawl_wdis(2)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-10
"174",NA,"Size_DblN_end_logit_Non-Trawl_wdis(2)",-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,-1.10106,10
"175",NA,"Size_DblN_peak_Ocean(3)",42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,42.2317,35.2197
"176",NA,"Size_DblN_top_logit_Ocean(3)",-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,0
"177",NA,"Size_DblN_ascend_se_Ocean(3)",4,4,4,4,4,4,4,4,4,4,4,4,4,2.13926
"178",NA,"Size_DblN_descend_se_Ocean(3)",2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,2.6208,-9
"179",NA,"Size_DblN_start_logit_Ocean(3)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-10
"180",NA,"Size_DblN_end_logit_Ocean(3)",-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,-0.555125,10
"181",NA,"Size_DblN_peak_Shore(4)",22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,22.3713,33.0049
"182",NA,"Size_DblN_top_logit_Shore(4)",4,4,4,4,4,4,4,4,4,4,4,4,4,0
"183",NA,"Size_DblN_ascend_se_Shore(4)",3,3,3,3,3,3,3,3,3,3,3,3,3,-0.504747
"184",NA,"Size_DblN_descend_se_Shore(4)",0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,0.000287824,-9
"185",NA,"Size_DblN_start_logit_Shore(4)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-10
"186",NA,"Size_DblN_end_logit_Shore(4)",4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,4.34183,10
"187",NA,"Size_DblN_peak_MPA(5)",43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639,43.8639
"188",NA,"Size_DblN_top_logit_MPA(5)",-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12
"189",NA,"Size_DblN_ascend_se_MPA(5)",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"190",NA,"Size_DblN_descend_se_MPA(5)",0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662,0.417662
"191",NA,"Size_DblN_start_logit_MPA(5)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"192",NA,"Size_DblN_end_logit_MPA(5)",-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999,-0.90999
"193",NA,"Size_DblN_peak_Acoustic_Visual(6)",25,25,25,25,25,25,25,25,25,25,25,25,25,25
"194",NA,"Size_DblN_top_logit_Acoustic_Visual(6)",3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947,3.26947
"195",NA,"Size_DblN_ascend_se_Acoustic_Visual(6)",3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539,3.58539
"196",NA,"Size_DblN_descend_se_Acoustic_Visual(6)",-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034,-9.21034
"197",NA,"Size_DblN_start_logit_Acoustic_Visual(6)",-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15
"198",NA,"Size_DblN_end_logit_Acoustic_Visual(6)",11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513,11.513
"199",NA,"Size_inflection_Tag(7)",32,32,32,32,32,32,32,32,32,32,32,32,32,32
"200",NA,"Size_95%width_Tag(7)",1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
"201",NA,"SizeSel_P1_MRFSS(8)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"202",NA,"SizeSel_P2_MRFSS(8)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"203",NA,"NatM_break_1_Fem_GP_1",NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",NA,"NatM_break_2_Fem_GP_1",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,"NatM_break_1_Mal_GP_1",NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,"NatM_break_2_Mal_GP_1",NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",NA,"NatM_Lorenzen_Fem_GP_1",NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",NA,"NatM_Lorenzen_Mal_GP_1",NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",NA,"Main_RecrDev_1892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0425932,NA
"210",NA,"Main_RecrDev_1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0425977,NA
"211",NA,"Main_RecrDev_1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426027,NA
"212",NA,"Main_RecrDev_1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426084,NA
"213",NA,"Main_RecrDev_1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426148,NA
"214",NA,"Main_RecrDev_1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426221,NA
"215",NA,"Main_RecrDev_1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426302,NA
"216",NA,"Main_RecrDev_1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426395,NA
"217",NA,"Main_RecrDev_1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426498,NA
"218",NA,"Main_RecrDev_1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426616,NA
"219",NA,"Main_RecrDev_1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426748,NA
"220",NA,"Main_RecrDev_1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0426897,NA
"221",NA,"Main_RecrDev_1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0427065,NA
"222",NA,"Main_RecrDev_1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0427255,NA
"223",NA,"Main_RecrDev_1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0427469,NA
"224",NA,"Main_RecrDev_1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.042771,NA
"225",NA,"Main_RecrDev_1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0427982,NA
"226",NA,"Main_RecrDev_1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.042829,NA
"227",NA,"Main_RecrDev_1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0428636,NA
"228",NA,"Main_RecrDev_1911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0429027,NA
"229",NA,"Main_RecrDev_1912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0429469,NA
"230",NA,"Main_RecrDev_1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0429966,NA
"231",NA,"Main_RecrDev_1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0430528,NA
"232",NA,"Main_RecrDev_1915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0431161,NA
"233",NA,"Main_RecrDev_1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0431875,NA
"234",NA,"Main_RecrDev_1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.043268,NA
"235",NA,"Main_RecrDev_1918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0433588,NA
"236",NA,"Main_RecrDev_1919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0434612,NA
"237",NA,"Main_RecrDev_1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0435767,NA
"238",NA,"Main_RecrDev_1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0437068,NA
"239",NA,"Main_RecrDev_1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0438535,NA
"240",NA,"Main_RecrDev_1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0440189,NA
"241",NA,"Main_RecrDev_1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0442053,NA
"242",NA,"Main_RecrDev_1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0444153,NA
"243",NA,"Main_RecrDev_1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0446519,NA
"244",NA,"Main_RecrDev_1927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0449184,NA
"245",NA,"Main_RecrDev_1928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0452186,NA
"246",NA,"Main_RecrDev_1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0455564,NA
"247",NA,"Main_RecrDev_1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0459364,NA
"248",NA,"Main_RecrDev_1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0463636,NA
"249",NA,"Main_RecrDev_1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0468441,NA
"250",NA,"Main_RecrDev_1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0473842,NA
"251",NA,"Main_RecrDev_1934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.047991,NA
"252",NA,"Main_RecrDev_1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0486723,NA
"253",NA,"Main_RecrDev_1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0494362,NA
"254",NA,"Main_RecrDev_1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0502903,NA
"255",NA,"Main_RecrDev_1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0512436,NA
"256",NA,"Main_RecrDev_1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.052307,NA
"257",NA,"Main_RecrDev_1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0534936,NA
"258",NA,"Main_RecrDev_1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0548215,NA
"259",NA,"Main_RecrDev_1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0563094,NA
"260",NA,"Main_RecrDev_1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.057977,NA
"261",NA,"Main_RecrDev_1944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0598371,NA
"262",NA,"Main_RecrDev_1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0619043,NA
"263",NA,"Main_RecrDev_1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0641978,NA
"264",NA,"Main_RecrDev_1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0667899,NA
"265",NA,"Main_RecrDev_1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.069735,NA
"266",NA,"Main_RecrDev_1949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0730516,NA
"267",NA,"Main_RecrDev_1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0767954,NA
"268",NA,"Main_RecrDev_1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0809796,NA
"269",NA,"Main_RecrDev_1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.085747,NA
"270",NA,"Main_RecrDev_1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0909612,NA
"271",NA,"Main_RecrDev_1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0968379,NA
"272",NA,"Main_RecrDev_1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.103457,NA
